,Numero_compentencia,Posicion_general,Posicion_grupo,Tiempo_carrera,Tiempo_chip,Categoria,Genero
37,3038,6348,1454,01:22:32,01:15:21,Abierta,Femenino
38,3039,2043,1059,00:59:20,00:55:39,Abierta,Masculino
39,3040,6078,1331,01:20:58,01:06:43,Abierta,Femenino
40,3041,1056,203,00:53:09,00:51:56,Master,Masculino
41,3042,568,117,00:48:56,00:48:46,Master,Masculino
42,3043,0,0,DNS,DNS,Abierta,Femenino
43,3044,5272,253,01:16:24,01:09:48,Master,Femenino
44,3045,5219,691,01:16:04,01:09:27,Plus,Masculino
45,3046,5318,258,01:16:37,01:11:20,Master,Femenino
46,3047,4589,630,01:12:59,01:08:13,Plus,Masculino
47,3048,7179,2838,01:28:27,01:21:49,Abierta,Masculino
48,3049,6261,1414,01:21:57,01:15:19,Abierta,Femenino
49,3050,2721,382,01:03:08,00:57:30,Plus,Masculino
50,3051,223,34,00:43:54,00:43:52,Master,Masculino
51,3052,6377,1470,01:22:41,01:08:57,Abierta,Femenino
52,3053,4867,2204,01:14:14,01:00:27,Abierta,Masculino
53,3054,5550,2402,01:17:56,01:14:54,Abierta,Masculino
54,3055,7212,1015,01:28:40,01:17:56,Master,Masculino
55,3056,7662,434,01:33:23,01:22:45,Master,Femenino
56,3057,6729,979,01:24:53,01:19:36,Master,Masculino
57,3058,7340,1931,01:29:47,01:23:28,Abierta,Femenino
58,3059,7958,2232,01:37:24,01:32:22,Abierta,Femenino
59,3060,6124,2588,01:21:14,01:16:10,Abierta,Masculino
60,3061,8994,1168,DNS,DNS,Master,Masculino
61,3062,2641,502,01:02:40,00:59:35,Master,Masculino
62,3063,971,126,00:52:30,00:50:24,Plus,Masculino
63,3064,5417,1074,01:17:12,01:06:46,Abierta,Femenino
64,3065,1158,160,00:53:54,00:51:47,Plus,Masculino
65,3066,3488,491,01:07:19,01:02:11,Plus,Masculino
66,3067,6759,2744,01:25:05,01:21:20,Abierta,Masculino
67,3068,6571,2695,01:23:54,01:11:16,Abierta,Masculino
68,3069,6259,1413,01:21:57,01:09:57,Abierta,Femenino
69,3070,7106,185,01:27:44,01:19:20,Plus,Femenino
70,3071,5598,126,01:18:11,01:10:38,Plus,Femenino
71,3072,2827,1428,01:03:45,00:58:31,Abierta,Masculino
72,3073,343,196,00:46:01,00:45:24,Abierta,Masculino
73,3074,661,378,00:49:45,00:48:37,Abierta,Masculino
74,3075,4079,156,01:10:20,00:58:36,Master,Femenino
75,3076,691,35,00:49:56,00:49:09,Abierta,Femenino
76,3077,1001,557,00:52:45,00:52:00,Abierta,Masculino
77,3078,0,0,DNS,DNS,Plus,Masculino
78,3079,8996,313,DNS,DNS,Plus,Femenino
79,3080,2864,1441,01:03:53,00:52:09,Abierta,Masculino
80,3081,3476,1694,01:07:16,01:00:44,Abierta,Masculino
81,3082,5481,1101,01:17:32,01:10:48,Abierta,Femenino
82,3083,4333,729,01:11:47,01:05:12,Master,Masculino
83,3084,1479,105,00:56:03,00:50:21,Abierta,Femenino
84,3085,4488,618,01:12:29,01:05:58,Plus,Masculino
85,3086,4381,605,01:12:00,01:05:31,Plus,Masculino
86,3087,6143,1359,01:21:22,01:14:49,Abierta,Femenino
87,3088,5245,694,01:16:12,01:06:35,Plus,Masculino
88,3089,4124,570,01:10:39,01:10:31,Plus,Masculino
89,3090,1362,191,00:55:21,00:53:48,Plus,Masculino
90,3091,2244,1150,01:00:33,00:57:51,Abierta,Masculino
91,3092,6243,1407,01:21:52,01:09:25,Abierta,Femenino
92,3093,4275,2000,01:11:28,01:09:19,Abierta,Masculino
93,3094,3645,516,01:08:08,00:58:39,Abierta,Femenino
94,3095,319,185,00:45:45,00:44:36,Abierta,Masculino
95,3096,1052,584,00:53:06,00:51:55,Abierta,Masculino
96,3097,5566,1141,01:18:02,01:10:04,Abierta,Femenino
97,3098,1512,303,00:56:13,00:54:59,Master,Masculino
98,3099,5439,1082,01:17:20,01:04:25,Abierta,Femenino
99,3100,7058,1807,01:27:24,01:15:40,Abierta,Femenino
100,3101,2249,1153,01:00:34,00:56:52,Abierta,Masculino
101,3102,1602,230,00:56:53,00:55:06,Plus,Masculino
102,3103,4178,1968,01:10:57,00:58:03,Abierta,Masculino
103,3104,2241,1148,01:00:31,00:57:20,Abierta,Masculino
104,3105,2374,452,01:01:21,00:59:20,Master,Masculino
105,3106,0,0,DNS,DNS,Abierta,Femenino
106,3107,3100,1532,01:05:14,01:02:39,Abierta,Masculino
107,3108,1244,173,00:54:28,00:51:21,Plus,Masculino
108,3109,2052,1063,00:59:24,00:52:58,Abierta,Masculino
109,3110,3409,478,01:06:57,01:00:34,Plus,Masculino
110,3111,7735,1055,01:34:19,01:29:13,Master,Masculino
111,3112,3399,1659,01:06:53,00:59:51,Abierta,Masculino
112,3113,7904,2209,01:36:33,01:24:03,Abierta,Femenino
113,3114,7238,2857,01:28:55,01:20:27,Abierta,Masculino
114,3115,7091,1823,01:27:38,01:16:06,Abierta,Femenino
115,3116,2325,238,01:01:04,00:49:41,Abierta,Femenino
116,3117,7349,2887,01:29:53,01:23:21,Abierta,Masculino
117,3118,6247,2626,01:21:53,01:13:27,Abierta,Masculino
118,3119,4524,2096,01:12:38,01:09:41,Abierta,Masculino
119,3120,4243,1986,01:11:18,01:07:55,Abierta,Masculino
120,3121,1444,779,00:55:50,00:54:02,Abierta,Masculino
121,3122,3649,518,01:08:09,01:06:50,Abierta,Femenino
122,3123,6363,1463,01:22:36,01:09:18,Abierta,Femenino
123,3124,4546,761,01:12:44,01:01:24,Abierta,Femenino
124,3125,878,106,00:51:42,00:50:06,Plus,Masculino
125,3126,158,89,00:42:38,00:41:18,Abierta,Masculino
126,3127,5350,263,01:16:49,01:10:21,Master,Femenino
127,3128,3639,508,01:08:05,01:04:20,Plus,Masculino
128,3129,2689,1370,01:02:57,01:00:07,Abierta,Masculino
129,3130,1180,229,00:54:01,00:48:33,Master,Masculino
130,3131,1611,232,00:56:55,00:52:40,Plus,Masculino
131,3132,4773,2181,01:13:50,01:07:51,Abierta,Masculino
132,3133,4774,91,01:13:51,01:07:50,Plus,Femenino
133,3134,184,110,00:43:08,00:41:37,Abierta,Masculino
134,3135,2530,478,01:02:09,00:57:37,Master,Masculino
135,3136,3602,630,01:07:52,01:03:36,Master,Masculino
136,3137,596,346,00:49:12,00:46:46,Abierta,Masculino
137,3138,511,300,00:48:17,00:47:19,Abierta,Masculino
138,3139,7530,417,01:31:38,01:23:47,Master,Femenino
139,3140,4619,767,01:13:07,01:05:17,Master,Masculino
140,3141,6561,1563,01:23:50,01:10:26,Abierta,Femenino
141,3142,3679,512,01:08:16,01:06:43,Plus,Masculino
142,3143,0,0,DNS,DNS,Master,Femenino
143,3144,6833,1689,01:25:38,01:14:18,Abierta,Femenino
144,3145,1233,172,00:54:23,00:52:51,Plus,Masculino
145,3146,1376,750,00:55:25,00:54:49,Abierta,Masculino
146,3147,530,106,00:48:27,00:47:50,Master,Masculino
147,3148,4063,632,01:10:12,01:06:27,Abierta,Femenino
148,3149,1227,83,00:54:21,00:52:51,Abierta,Femenino
149,3150,1963,1020,00:58:49,00:53:55,Abierta,Masculino
150,3151,4294,695,01:11:34,01:03:37,Abierta,Femenino
151,3152,2306,444,01:00:59,00:54:38,Master,Masculino
152,3153,8166,2329,01:41:46,01:28:54,Abierta,Femenino
153,3154,1085,603,00:53:24,00:50:50,Abierta,Masculino
154,3155,0,0,DNS,DNS,Abierta,Femenino
155,3156,2049,1062,00:59:23,00:56:55,Abierta,Masculino
156,3157,7252,1895,01:29:00,01:17:32,Abierta,Femenino
157,3158,3845,1836,01:09:02,00:57:37,Abierta,Masculino
158,3159,6963,2792,01:26:38,01:15:02,Abierta,Masculino
159,3160,5693,2448,01:18:42,01:07:05,Abierta,Masculino
160,3161,7404,1961,01:30:20,01:18:44,Abierta,Femenino
161,3162,2514,1281,01:02:03,00:58:20,Abierta,Masculino
162,3163,9000,1169,DNS,DNS,Master,Masculino
163,3164,6400,2661,01:22:51,01:15:57,Abierta,Masculino
164,3165,6652,347,01:24:19,01:10:42,Master,Femenino
165,3166,8227,2360,01:43:09,01:36:17,Abierta,Femenino
166,3167,6566,964,01:23:52,01:10:14,Master,Masculino
167,3168,7007,180,01:26:59,01:19:54,Plus,Femenino
168,3169,4147,1956,01:10:47,01:01:37,Abierta,Masculino
169,3170,3674,526,01:08:14,01:06:42,Abierta,Femenino
170,3171,7898,2205,01:36:23,01:28:37,Abierta,Femenino
171,3172,3444,482,01:07:08,01:06:24,Plus,Masculino
172,3173,7608,2057,01:32:43,01:26:45,Abierta,Femenino
173,3174,6587,1577,01:23:59,01:14:40,Abierta,Femenino
174,3175,888,493,00:51:47,00:50:17,Abierta,Masculino
175,3176,0,0,DNS,DNS,Abierta,Masculino
176,3177,4001,617,01:09:50,01:01:25,Abierta,Femenino
177,3178,8357,518,01:47:40,01:34:07,Master,Femenino
178,3179,665,137,00:49:46,00:48:29,Master,Masculino
179,3180,5440,272,01:17:20,01:16:01,Master,Femenino
180,3181,4377,731,01:11:59,00:59:21,Master,Masculino
181,3182,9002,314,DNS,DNS,Plus,Femenino
182,3183,849,471,00:51:25,00:50:23,Abierta,Masculino
183,3184,5482,273,01:17:33,01:09:20,Master,Femenino
184,3185,7444,2905,01:30:42,01:21:42,Abierta,Masculino
185,3186,6842,830,01:25:42,01:10:36,Plus,Masculino
186,3187,4953,235,01:14:40,01:02:53,Master,Femenino
187,3188,5162,816,01:15:44,01:02:47,Master,Masculino
188,3189,613,30,00:49:20,00:46:46,Abierta,Femenino
189,3190,4909,2222,01:14:26,01:03:06,Abierta,Masculino
190,3191,2610,1335,01:02:29,00:58:02,Abierta,Masculino
191,3192,2189,427,01:00:18,00:56:42,Master,Masculino
192,3193,4700,2151,01:13:31,00:58:34,Abierta,Masculino
193,3194,2112,197,00:59:49,00:57:21,Abierta,Femenino
194,3195,4749,825,01:13:43,01:02:59,Abierta,Femenino
195,3196,0,0,DNS,DNS,Abierta,Femenino
196,3197,3808,559,01:08:53,01:03:03,Abierta,Femenino
197,3198,3072,386,01:05:04,01:02:28,Abierta,Femenino
198,3199,1241,682,00:54:27,00:54:10,Abierta,Masculino
199,3200,1326,262,00:55:05,00:53:10,Master,Masculino
200,3201,7944,2227,01:37:07,01:25:17,Abierta,Femenino
201,3202,6960,1759,01:26:36,01:15:45,Abierta,Femenino
202,3203,6998,1779,01:26:54,01:20:58,Abierta,Femenino
203,3204,1720,142,00:57:31,00:54:52,Abierta,Femenino
204,3205,1773,928,00:57:49,00:54:20,Abierta,Masculino
205,3206,2527,1290,01:02:08,00:59:48,Abierta,Masculino
206,3207,5858,1250,01:19:43,01:10:24,Abierta,Femenino
207,3208,8029,2260,01:38:45,01:29:57,Abierta,Femenino
208,3209,7980,2242,01:37:44,01:28:21,Abierta,Femenino
209,3210,2627,70,01:02:34,00:58:46,Master,Femenino
210,3211,5264,2326,01:16:21,01:13:48,Abierta,Masculino
211,3212,5940,303,01:20:11,01:11:19,Master,Femenino
212,3213,5618,1161,01:18:16,01:09:49,Abierta,Femenino
213,3214,4262,168,01:11:24,01:06:01,Master,Femenino
214,3215,4256,1990,01:11:22,01:02:54,Abierta,Masculino
215,3216,4830,220,01:14:06,01:03:41,Master,Femenino
216,3217,2834,324,01:03:46,00:58:22,Abierta,Femenino
217,3218,3095,1529,01:05:12,00:56:00,Abierta,Masculino
218,3219,5115,2280,01:15:26,01:07:35,Abierta,Masculino
219,3220,0,0,DNS,DNS,Abierta,Masculino
220,3221,2329,239,01:01:06,01:01:06,Abierta,Femenino
221,3222,0,0,DNS,DNS,Plus,Masculino
222,3223,2684,1366,01:02:56,00:49:52,Abierta,Masculino
223,3224,2216,213,01:00:25,00:56:47,Abierta,Femenino
224,3225,5561,2406,01:18:01,01:05:13,Abierta,Masculino
225,3226,5159,247,01:15:42,01:12:09,Master,Femenino
226,3227,4334,599,01:11:48,01:00:00,Plus,Masculino
227,3228,1398,275,00:55:36,00:48:16,Master,Masculino
228,3229,1565,832,00:56:37,00:53:58,Abierta,Masculino
229,3230,5884,902,01:19:53,01:06:24,Master,Masculino
230,3231,3831,1829,01:08:58,00:59:56,Abierta,Masculino
231,3232,4874,874,01:14:16,01:09:21,Abierta,Femenino
232,3233,3785,1815,01:08:49,01:02:15,Abierta,Masculino
233,3234,744,152,00:50:26,00:48:13,Master,Masculino
234,3235,810,455,00:51:03,00:46:15,Abierta,Masculino
235,3236,6830,828,01:25:34,01:20:43,Plus,Masculino
236,3237,371,72,00:46:30,00:45:52,Master,Masculino
237,3238,6043,1315,01:20:47,01:14:43,Abierta,Femenino
238,3239,0,0,DNS,DNS,Plus,Masculino
239,3240,3340,604,01:06:32,01:05:55,Master,Masculino
240,3241,2118,1094,00:59:52,00:53:13,Abierta,Masculino
241,3242,4464,742,01:12:23,01:05:49,Abierta,Femenino
242,3243,4828,2196,01:14:05,01:03:57,Abierta,Masculino
243,3244,6543,809,01:23:43,01:12:18,Plus,Masculino
244,3245,7713,896,01:34:00,01:21:22,Plus,Masculino
245,3246,3274,594,01:06:12,00:50:35,Master,Masculino
246,3247,7099,1008,01:27:41,01:23:26,Master,Masculino
247,3248,5105,955,01:15:22,01:07:09,Abierta,Femenino
248,3249,0,0,DNS,DNS,Abierta,Femenino
249,3250,0,0,DNS,DNS,Abierta,Masculino
250,3251,938,117,00:52:11,00:50:06,Plus,Masculino
251,3252,721,411,00:50:12,00:49:01,Abierta,Masculino
252,3253,2385,1219,01:01:25,00:55:33,Abierta,Masculino
253,3254,4468,185,01:12:24,01:02:25,Master,Femenino
254,3255,7902,233,01:36:28,01:26:21,Plus,Femenino
255,3256,3093,394,01:05:11,00:57:58,Abierta,Femenino
256,3257,2176,424,01:00:13,00:59:51,Master,Masculino
257,3258,3134,406,01:05:25,00:59:45,Abierta,Femenino
258,3259,9009,1170,DNS,DNS,Master,Masculino
259,3260,0,0,DNS,DNS,Master,Femenino
260,3261,4290,169,01:11:33,01:10:41,Master,Femenino
261,3262,1103,612,00:53:30,00:49:46,Abierta,Masculino
262,3263,0,0,DNS,DNS,Abierta,Femenino
263,3264,2202,1128,01:00:21,00:51:48,Abierta,Masculino
264,3265,7043,1798,01:27:18,01:18:17,Abierta,Femenino
265,3266,7741,2127,01:34:23,01:25:41,Abierta,Femenino
266,3267,5659,2438,01:18:33,01:12:27,Abierta,Masculino
267,3268,1214,23,00:54:16,00:53:24,Master,Femenino
268,3269,1752,349,00:57:41,00:52:44,Master,Masculino
269,3270,0,0,DNS,DNS,Abierta,Femenino
270,3271,4078,566,01:10:20,01:02:39,Plus,Masculino
271,3272,2620,69,01:02:32,00:59:25,Master,Femenino
272,3273,0,0,DNS,DNS,Abierta,Masculino
273,3274,1708,343,00:57:26,00:53:55,Master,Masculino
274,3275,6757,359,01:25:04,01:13:45,Master,Femenino
275,3276,5284,116,01:16:27,01:13:08,Plus,Femenino
276,3277,3952,1881,01:09:35,01:07:42,Abierta,Masculino
277,3278,6589,968,01:24:00,01:15:36,Master,Masculino
278,3279,5375,1053,01:16:58,01:08:34,Abierta,Femenino
279,3280,7660,2087,01:33:23,01:23:58,Abierta,Femenino
280,3281,1917,279,00:58:33,00:55:14,Plus,Masculino
281,3282,5942,2529,01:20:12,01:10:47,Abierta,Masculino
282,3283,2897,1457,01:04:05,00:59:37,Abierta,Masculino
283,3284,0,0,DNS,DNS,Plus,Masculino
284,3285,4296,170,01:11:35,01:07:06,Master,Femenino
285,3286,1881,976,00:58:21,00:57:54,Abierta,Masculino
286,3287,1422,100,00:55:43,00:52:18,Abierta,Femenino
287,3288,2910,344,01:04:09,01:00:32,Abierta,Femenino
288,3289,545,112,00:48:39,00:47:29,Master,Masculino
289,3290,6744,358,01:24:57,01:17:15,Master,Femenino
290,3291,4115,1945,01:10:34,00:55:47,Abierta,Masculino
291,3292,4948,895,01:14:38,01:08:52,Abierta,Femenino
292,3293,3070,568,01:05:03,01:00:51,Master,Masculino
293,3294,5448,2374,01:17:23,01:04:15,Abierta,Masculino
294,3295,3076,387,01:05:05,01:00:52,Abierta,Femenino
295,3296,5732,133,01:18:58,01:10:01,Plus,Femenino
296,3297,0,0,DNS,DNS,Abierta,Masculino
297,3298,2476,1263,01:01:52,00:55:39,Abierta,Masculino
298,3299,5361,2350,01:16:52,01:06:06,Abierta,Masculino
299,3300,2219,1139,01:00:26,00:55:12,Abierta,Masculino
300,3301,8410,945,01:50:45,01:40:09,Plus,Masculino
301,3302,8405,277,01:50:35,01:40:00,Plus,Femenino
302,3303,7075,183,01:27:31,01:16:53,Plus,Femenino
303,3304,569,118,00:48:56,00:48:13,Master,Masculino
304,3305,6374,329,01:22:40,01:12:35,Master,Femenino
