,Numero_compentencia,Posicion_general,Posicion_grupo,Tiempo_carrera,Tiempo_Chip,Categorial,Genero
702,765,4000,557,01:09:50,01:03:09,Plus,Masculino
703,766,6404,795,01:22:52,01:11:05,Plus,Masculino
704,767,6088,1335,01:21:03,01:10:36,Abierta,Femenino
705,768,436,87,00:47:20,00:46:50,Master,Masculino
706,769,3526,483,01:07:32,01:00:46,Abierta,Femenino
707,770,957,122,00:52:22,00:50:58,Plus,Masculino
708,771,4413,736,01:12:09,01:00:54,Master,Masculino
709,772,5689,736,01:18:41,01:14:00,Plus,Masculino
710,773,6246,151,01:21:53,01:14:51,Plus,Femenino
711,774,2138,202,00:59:56,00:58:46,Abierta,Femenino
712,775,2279,225,01:00:49,00:56:59,Abierta,Femenino
713,776,2759,37,01:03:21,00:59:46,Plus,Femenino
714,777,1024,67,00:52:54,00:50:51,Abierta,Femenino
715,778,322,187,00:45:46,00:44:23,Abierta,Masculino
716,779,2841,398,01:03:47,00:58:35,Plus,Masculino
717,780,806,452,00:51:00,00:50:39,Abierta,Masculino
718,781,840,52,00:51:22,00:51:00,Abierta,Femenino
719,782,1452,290,00:55:53,00:52:32,Master,Masculino
720,783,1530,819,00:56:21,00:55:13,Abierta,Masculino
721,784,8654,1121,DNS,DNS,Master,Masculino
722,785,2544,1300,01:02:11,00:53:34,Abierta,Masculino
723,786,514,22,00:48:17,00:47:08,Abierta,Femenino
724,787,6296,1430,01:22:09,01:19:06,Abierta,Femenino
725,788,3009,1495,01:04:43,01:01:33,Abierta,Masculino
726,789,0,0,DNS,DNS,Abierta,Masculino
727,790,0,0,DNS,DNS,Abierta,Masculino
728,791,0,0,DNS,DNS,Abierta,Masculino
729,792,0,0,DNS,DNS,Abierta,Femenino
730,793,4862,790,01:14:13,01:08:02,Master,Masculino
731,794,2951,359,01:04:21,01:04:02,Abierta,Femenino
732,795,8659,1122,DNS,DNS,Master,Masculino
733,796,0,0,DNS,DNS,Master,Femenino
734,797,2687,1369,01:02:56,01:01:51,Abierta,Masculino
735,798,7937,2224,01:36:58,01:24:47,Abierta,Femenino
736,799,0,0,DNS,DNS,Abierta,Masculino
737,800,5216,824,01:16:02,01:03:52,Master,Masculino
738,801,5054,931,01:15:08,01:06:28,Abierta,Femenino
739,802,0,0,DNS,DNS,Abierta,Femenino
740,803,5575,724,01:18:04,01:04:40,Plus,Masculino
741,804,0,0,DNS,DNS,Abierta,Masculino
742,805,7264,1023,01:29:09,01:17:17,Master,Masculino
743,806,3508,494,01:07:26,00:59:53,Plus,Masculino
744,807,521,306,00:48:20,00:47:29,Abierta,Masculino
745,808,3445,1677,01:07:08,01:04:24,Abierta,Masculino
746,809,1077,599,00:53:21,00:52:15,Abierta,Masculino
747,810,1705,897,00:57:23,00:56:18,Abierta,Masculino
748,811,1379,753,00:55:26,00:53:12,Abierta,Masculino
749,812,2875,1444,01:03:57,01:02:10,Abierta,Masculino
750,813,3646,1764,01:08:08,00:55:06,Abierta,Masculino
751,814,0,0,DNS,DNS,Master,Femenino
752,815,4027,686,01:09:57,01:05:11,Master,Masculino
753,816,1191,166,00:54:06,00:53:53,Plus,Masculino
754,817,7181,1865,01:28:27,01:28:27,Abierta,Femenino
755,818,8665,1123,DNS,DNS,Master,Masculino
756,819,2992,558,01:04:36,00:59:11,Master,Masculino
757,820,5299,1030,01:16:31,01:08:19,Abierta,Femenino
758,821,940,59,00:52:12,00:51:43,Abierta,Femenino
759,822,5511,2394,01:17:40,01:09:19,Abierta,Masculino
760,823,1118,616,00:53:38,00:51:01,Abierta,Masculino
761,824,4302,696,01:11:36,00:58:39,Abierta,Femenino
762,825,7129,1844,01:27:59,01:15:00,Abierta,Femenino
763,826,6781,2752,01:25:12,01:16:40,Abierta,Masculino
764,827,3365,1646,01:06:42,01:01:10,Abierta,Masculino
765,828,6171,1370,01:21:29,01:12:57,Abierta,Femenino
766,829,6183,1376,01:21:32,01:13:00,Abierta,Femenino
767,830,5191,2304,01:15:54,01:04:43,Abierta,Masculino
768,831,8666,1124,DNS,DNS,Master,Masculino
769,832,0,0,DNS,DNS,Abierta,Masculino
770,833,0,0,DNS,DNS,Abierta,Femenino
771,834,0,0,DNS,DNS,Abierta,Femenino
772,835,0,0,DNS,DNS,Abierta,Masculino
773,836,8270,2380,01:44:06,01:34:03,Abierta,Femenino
774,837,6310,1437,01:22:16,01:13:46,Abierta,Femenino
775,838,1477,209,00:56:03,00:54:17,Plus,Masculino
776,839,7914,2214,01:36:38,01:22:34,Abierta,Femenino
777,840,4152,706,01:10:49,00:56:47,Master,Masculino
778,841,0,0,DNS,DNS,Abierta,Masculino
779,842,3507,493,01:07:25,01:07:21,Plus,Masculino
780,843,0,0,DNS,DNS,Abierta,Masculino
781,844,2353,1205,01:01:14,00:58:57,Abierta,Masculino
782,845,0,0,DNS,DNS,Abierta,Masculino
783,846,6946,1751,01:26:29,01:14:45,Abierta,Femenino
784,847,0,0,DNS,DNS,Abierta,Femenino
785,848,3442,1675,01:07:07,01:05:22,Abierta,Masculino
786,849,2823,1426,01:03:43,01:00:46,Abierta,Masculino
787,850,351,67,00:46:11,00:46:04,Master,Masculino
788,851,0,0,DNS,DNS,Abierta,Femenino
789,852,5008,912,01:14:55,01:12:40,Abierta,Femenino
790,853,5010,2255,01:14:55,01:12:40,Abierta,Masculino
791,854,2743,36,01:03:14,01:02:06,Plus,Femenino
792,855,4497,750,01:12:31,01:07:18,Abierta,Femenino
793,856,0,0,DNS,DNS,Abierta,Femenino
794,857,7711,895,01:33:58,01:19:34,Plus,Masculino
795,858,2119,1095,00:59:52,00:56:56,Abierta,Masculino
796,859,7619,887,01:32:50,01:18:56,Plus,Masculino
797,860,3555,1728,01:07:39,01:01:50,Abierta,Masculino
798,861,4515,755,01:12:35,01:06:45,Abierta,Femenino
799,862,0,0,DNS,DNS,Plus,Masculino
800,863,7882,907,01:36:12,01:26:32,Plus,Masculino
801,864,7142,390,01:28:04,01:24:23,Master,Femenino
802,865,4238,720,01:11:16,01:01:57,Master,Masculino
803,866,2918,1464,01:04:11,01:02:42,Abierta,Masculino
804,867,7125,845,01:27:56,01:25:59,Plus,Masculino
805,868,3364,452,01:06:42,01:04:45,Abierta,Femenino
806,869,5727,1206,01:18:56,01:14:54,Abierta,Femenino
807,870,755,90,00:50:31,00:50:00,Plus,Masculino
808,871,0,0,DNS,DNS,Abierta,Masculino
809,872,7835,455,01:35:31,01:26:20,Master,Femenino
810,873,4190,712,01:11:01,01:05:06,Master,Masculino
811,874,447,257,00:47:31,00:47:07,Abierta,Masculino
812,875,4139,1953,01:10:44,01:03:13,Abierta,Masculino
813,876,5838,1243,01:19:34,01:12:04,Abierta,Femenino
814,877,3390,475,01:06:49,01:03:16,Plus,Masculino
815,878,1787,360,00:57:53,00:52:48,Master,Masculino
816,879,2533,1293,01:02:09,01:00:51,Abierta,Masculino
817,880,2047,188,00:59:23,00:58:06,Abierta,Femenino
818,881,8679,1125,DNS,DNS,Master,Masculino
819,882,7922,2217,01:36:46,01:26:54,Abierta,Femenino
820,883,8458,2467,01:55:43,01:41:56,Abierta,Femenino
821,884,896,185,00:51:51,00:50:40,Master,Masculino
822,885,3633,136,01:08:01,01:03:33,Master,Femenino
823,886,4200,1975,01:11:03,00:58:25,Abierta,Masculino
824,887,0,0,DNS,DNS,Abierta,Masculino
825,888,6497,802,01:23:27,01:16:43,Plus,Masculino
826,889,3964,677,01:09:39,01:07:37,Master,Masculino
827,890,3575,627,01:07:44,01:01:56,Master,Masculino
828,891,3617,509,01:07:58,01:03:39,Abierta,Femenino
829,892,7054,1805,01:27:23,01:18:04,Abierta,Femenino
830,893,5892,2510,01:19:56,01:12:51,Abierta,Masculino
831,894,1732,250,00:57:35,00:53:55,Plus,Masculino
832,895,8302,2397,01:45:14,01:29:39,Abierta,Femenino
833,896,4172,663,01:10:55,01:03:51,Abierta,Femenino
834,897,6607,1586,01:24:04,01:15:14,Abierta,Femenino
835,898,6236,933,01:21:50,01:12:31,Master,Masculino
836,899,4772,833,01:13:50,01:04:02,Abierta,Femenino
837,900,2832,1431,01:03:46,01:02:01,Abierta,Masculino
838,901,1622,128,00:56:59,00:54:00,Abierta,Femenino
839,902,6615,814,01:24:08,01:14:12,Plus,Masculino
840,903,2983,43,01:04:33,01:00:19,Plus,Femenino
841,904,3895,1859,01:09:18,00:59:32,Abierta,Masculino
842,905,2156,318,01:00:05,00:58:12,Plus,Masculino
843,906,4156,707,01:10:50,01:02:50,Master,Masculino
844,907,3186,1567,01:05:43,00:54:46,Abierta,Masculino
845,908,8681,1126,DNS,DNS,Master,Masculino
846,909,0,0,DNS,DNS,Abierta,Masculino
847,910,7151,1011,01:28:09,01:22:39,Master,Masculino
848,911,3922,592,01:09:26,01:04:45,Abierta,Femenino
849,912,3475,1693,01:07:15,01:02:34,Abierta,Masculino
850,913,3672,1773,01:08:14,01:03:48,Abierta,Masculino
851,914,0,0,DNS,DNS,Abierta,Femenino
852,915,0,0,DNS,DNS,Abierta,Masculino
853,916,3983,70,01:09:45,01:04:05,Plus,Femenino
854,917,534,108,00:48:28,00:47:05,Master,Masculino
855,918,2505,361,01:02:01,01:00:06,Plus,Masculino
856,919,3752,1801,01:08:38,00:58:38,Abierta,Masculino
857,920,2337,1193,01:01:08,00:57:47,Abierta,Masculino
858,921,2313,1182,01:01:02,00:57:41,Abierta,Masculino
859,922,0,0,DNS,DNS,Abierta,Femenino
860,923,1718,904,00:57:31,00:55:20,Abierta,Masculino
861,924,0,0,DNS,DNS,Abierta,Femenino
862,925,8039,3018,01:38:56,01:27:51,Abierta,Masculino
863,926,8052,2272,01:39:04,01:27:59,Abierta,Femenino
864,927,838,51,00:51:21,00:50:02,Abierta,Femenino
865,928,4466,2070,01:12:24,01:03:23,Abierta,Masculino
866,929,785,439,00:50:50,00:50:46,Abierta,Masculino
867,930,0,0,DNS,DNS,Plus,Masculino
868,931,0,0,DNS,DNS,Abierta,Masculino
869,932,4554,763,01:12:48,01:12:27,Abierta,Femenino
870,933,5042,2262,01:15:04,01:14:43,Abierta,Masculino
871,934,0,0,DNS,DNS,Abierta,Femenino
872,935,2416,64,01:01:35,00:57:45,Master,Femenino
873,936,5419,2363,01:17:14,01:02:26,Abierta,Masculino
874,937,6524,2689,01:23:37,01:11:22,Abierta,Masculino
875,938,1887,168,00:58:24,00:54:07,Abierta,Femenino
876,939,5025,920,01:14:59,01:10:34,Abierta,Femenino
877,940,5836,890,01:19:34,01:07:06,Master,Masculino
878,941,3148,412,01:05:29,00:57:59,Abierta,Femenino
879,942,216,32,00:43:48,00:43:45,Master,Masculino
880,943,3787,658,01:08:49,01:05:22,Master,Masculino
881,944,0,0,DNS,DNS,Abierta,Masculino
882,945,2107,1088,00:59:48,00:57:46,Abierta,Masculino
883,946,3261,1597,01:06:09,01:03:20,Abierta,Masculino
884,947,2810,1419,01:03:38,01:00:29,Abierta,Masculino
885,948,2484,471,01:01:55,00:58:43,Master,Masculino
886,949,7158,2835,01:28:15,01:13:47,Abierta,Masculino
887,950,874,105,00:51:42,00:49:41,Plus,Masculino
888,951,4858,868,01:14:12,01:07:47,Abierta,Femenino
889,952,7482,207,01:31:01,01:21:12,Plus,Femenino
890,953,1634,859,00:57:04,00:56:58,Abierta,Masculino
891,954,6411,1487,01:22:55,01:15:10,Abierta,Femenino
892,955,8691,1127,DNS,DNS,Master,Masculino
893,956,6986,2800,01:26:48,01:13:45,Abierta,Masculino
894,957,0,0,DNS,DNS,Plus,Masculino
895,958,2419,65,01:01:35,00:57:34,Master,Femenino
896,959,2949,413,01:04:20,01:00:19,Plus,Masculino
897,960,1956,1015,00:58:47,00:56:08,Abierta,Masculino
898,961,134,74,00:41:58,00:41:53,Abierta,Masculino
899,962,1711,245,00:57:29,00:54:32,Plus,Masculino
900,963,4036,625,01:10:00,01:06:56,Abierta,Femenino
901,964,3619,632,01:07:58,00:59:40,Master,Masculino
902,965,0,0,DNS,DNS,Abierta,Femenino
903,966,8438,2456,01:53:52,01:39:01,Abierta,Femenino
904,967,5967,1284,01:20:22,01:12:32,Abierta,Femenino
905,968,4352,2032,01:11:54,01:03:50,Abierta,Masculino
906,969,1210,666,00:54:14,00:52:33,Abierta,Masculino
907,970,0,0,DNS,DNS,Abierta,Masculino
908,971,5142,244,01:15:35,01:15:12,Master,Femenino
909,972,4615,779,01:13:06,01:04:22,Abierta,Femenino
910,973,1786,153,00:57:53,00:55:15,Abierta,Femenino
911,974,0,0,DNS,DNS,Abierta,Masculino
912,975,7458,1986,01:30:48,01:25:09,Abierta,Femenino
913,976,1395,97,00:55:32,00:54:22,Abierta,Femenino
914,977,5582,1146,01:18:07,01:04:27,Abierta,Femenino
915,978,7468,2913,01:30:52,01:25:09,Abierta,Masculino
916,979,8350,272,01:47:25,01:40:03,Plus,Femenino
917,980,7321,2880,01:29:35,01:27:21,Abierta,Masculino
918,981,728,148,00:50:16,00:49:51,Master,Masculino
919,982,2876,406,01:03:57,01:03:57,Plus,Masculino
920,983,290,174,00:45:14,00:43:49,Abierta,Masculino
921,984,1533,820,00:56:21,00:55:52,Abierta,Masculino
922,985,5864,2499,01:19:45,01:05:32,Abierta,Masculino
923,986,7940,913,01:37:00,01:29:36,Plus,Masculino
924,987,0,0,DNS,DNS,Abierta,Masculino
925,988,6824,1684,01:25:32,01:19:32,Abierta,Femenino
926,989,8022,244,01:38:33,01:28:36,Plus,Femenino
927,990,6954,1756,01:26:34,01:13:28,Abierta,Femenino
928,991,7481,1993,01:31:00,01:20:56,Abierta,Femenino
929,992,8697,299,DNS,DNS,Plus,Femenino
930,993,1193,231,00:54:08,00:52:35,Master,Masculino
931,994,109,55,00:40:55,00:40:39,Abierta,Masculino
932,995,5846,893,01:19:38,01:07:01,Master,Masculino
933,996,7752,2134,01:34:34,01:21:29,Abierta,Femenino
934,997,6938,2787,01:26:25,01:14:25,Abierta,Masculino
935,998,8698,1128,DNS,DNS,Master,Masculino
936,999,3302,1618,01:06:21,00:56:52,Abierta,Masculino
937,1000,0,0,DNS,DNS,Abierta,Femenino
