,Numero_compentencia,Posicion_general,Posicion_grupo,Tiempo_carrera,Tiempo_chip,Categoria,Genero
128,11279,0,0,DNS,DNS,Abierta,Masculino
129,11280,0,0,DNS,DNS,Master,Femenino
130,11281,237,24,00:44:14,00:44:13,Plus,Masculino
131,11282,6295,939,01:22:09,01:18:43,Master,Masculino
132,11283,0,0,DNS,DNS,Abierta,Masculino
133,11284,8027,2259,01:38:44,01:27:15,Abierta,Femenino
134,11285,8066,2278,01:39:23,01:30:33,Abierta,Femenino
135,11286,0,0,DNS,DNS,Abierta,Femenino
136,11287,8324,2408,01:46:08,01:33:37,Abierta,Femenino
137,11288,0,0,DNS,DNS,Abierta,Femenino
138,11289,7359,2890,01:29:57,01:16:20,Abierta,Masculino
139,11290,8284,3068,01:44:41,01:31:04,Abierta,Masculino
140,11291,4378,715,01:11:59,01:07:56,Abierta,Femenino
141,11292,7787,2157,01:34:57,01:22:22,Abierta,Femenino
142,11293,5950,2534,01:20:14,01:11:51,Abierta,Masculino
143,11294,0,0,DNS,DNS,Abierta,Masculino
144,11295,4343,2027,01:11:51,01:07:30,Abierta,Masculino
145,11296,5912,2519,01:20:02,01:06:28,Abierta,Masculino
146,11297,5522,2397,01:17:44,01:05:59,Abierta,Masculino
147,11298,0,0,DNS,DNS,Abierta,Masculino
148,11299,1305,183,00:54:57,00:54:47,Plus,Masculino
149,11300,6099,1339,01:21:07,01:20:20,Abierta,Femenino
150,11301,0,0,DNS,DNS,Abierta,Femenino
151,11302,3861,1845,01:09:07,00:58:50,Abierta,Masculino
152,11303,6037,1311,01:20:45,01:16:00,Abierta,Femenino
153,11304,4030,1909,01:09:58,01:03:15,Abierta,Masculino
154,11305,2603,1332,01:02:27,00:57:42,Abierta,Masculino
155,11306,5790,1227,01:19:19,01:08:33,Abierta,Femenino
156,11307,937,521,00:52:11,00:49:45,Abierta,Masculino
157,11308,2437,1245,01:01:40,00:54:15,Abierta,Masculino
158,11309,6192,2610,01:21:36,01:15:20,Abierta,Masculino
159,11310,7773,2148,01:34:43,01:25:18,Abierta,Femenino
160,11311,6992,1773,01:26:51,01:17:25,Abierta,Femenino
161,11312,3091,1527,01:05:11,00:58:13,Abierta,Masculino
162,11313,4396,2046,01:12:05,01:00:44,Abierta,Masculino
163,11314,978,542,00:52:33,00:51:33,Abierta,Masculino
164,11315,6995,1776,01:26:53,01:16:43,Abierta,Femenino
165,11316,1769,927,00:57:48,00:55:23,Abierta,Masculino
166,11317,6580,967,01:23:57,01:12:52,Master,Masculino
167,11318,6618,2704,01:24:09,01:14:11,Abierta,Masculino
168,11319,1524,307,00:56:18,00:55:32,Master,Masculino
169,11320,1082,602,00:53:22,00:52:15,Abierta,Masculino
170,11321,4012,621,01:09:53,01:08:12,Abierta,Femenino
171,11322,7891,2201,01:36:20,01:26:23,Abierta,Femenino
172,11323,7641,2944,01:33:09,01:23:12,Abierta,Masculino
173,11324,834,465,00:51:18,00:49:39,Abierta,Masculino
174,11325,0,0,DNS,DNS,Abierta,Femenino
175,11326,1231,241,00:54:22,00:53:15,Master,Masculino
176,11327,4113,1944,01:10:33,01:03:50,Abierta,Masculino
177,11328,7638,2076,01:33:07,01:23:11,Abierta,Femenino
178,11329,515,23,00:48:18,00:47:11,Abierta,Femenino
179,11330,4246,685,01:11:18,01:09:38,Abierta,Femenino
180,11331,0,0,DNS,DNS,Abierta,Femenino
181,11332,2376,246,01:01:21,00:59:38,Abierta,Femenino
182,11333,2826,322,01:03:44,01:02:03,Abierta,Femenino
183,11334,5862,1252,01:19:44,01:18:06,Abierta,Femenino
184,11335,5724,2457,01:18:55,01:17:05,Abierta,Masculino
185,11336,2295,1173,01:00:54,00:59:14,Abierta,Masculino
186,11337,83,37,00:40:01,00:38:33,Abierta,Masculino
187,11338,801,450,00:50:57,00:49:45,Abierta,Masculino
188,11339,654,373,00:49:42,00:48:34,Abierta,Masculino
189,11340,1381,754,00:55:27,00:54:19,Abierta,Masculino
190,11341,1517,815,00:56:16,00:54:48,Abierta,Masculino
191,11342,7650,2947,01:33:15,01:23:05,Abierta,Masculino
192,11343,6976,2798,01:26:45,01:17:20,Abierta,Masculino
193,11344,0,0,DNS,DNS,Abierta,Femenino
194,11345,3003,559,01:04:41,01:02:55,Master,Masculino
195,11346,8234,2365,01:43:16,01:33:07,Abierta,Femenino
196,11347,8317,2404,01:45:51,01:35:42,Abierta,Femenino
197,11348,5238,1007,01:16:10,01:06:10,Abierta,Femenino
198,11349,468,274,00:47:48,00:46:51,Abierta,Masculino
199,11350,467,273,00:47:48,00:44:43,Abierta,Masculino
200,11351,3376,1650,01:06:45,01:04:48,Abierta,Masculino
201,11352,5098,951,01:15:20,01:09:14,Abierta,Femenino
202,11353,732,87,00:50:18,00:49:38,Plus,Masculino
203,11354,1117,615,00:53:38,00:51:53,Abierta,Masculino
204,11355,4473,2074,01:12:25,01:04:09,Abierta,Masculino
205,11356,710,405,00:50:07,00:49:06,Abierta,Masculino
206,11357,2917,349,01:04:11,01:03:07,Abierta,Femenino
207,11358,624,362,00:49:24,00:49:09,Abierta,Masculino
208,11359,2412,1233,01:01:34,00:52:32,Abierta,Masculino
209,11360,7779,2151,01:34:50,01:25:58,Abierta,Femenino
210,11361,0,0,DNS,DNS,Abierta,Femenino
211,11362,3466,618,01:07:13,01:05:15,Master,Masculino
212,11363,3224,1580,01:05:56,00:59:44,Abierta,Masculino
213,11364,0,0,DNS,DNS,Abierta,Femenino
214,11365,4342,2026,01:11:50,01:00:57,Abierta,Masculino
215,11366,2553,30,01:02:13,01:01:12,Plus,Femenino
216,11367,9605,1236,DNS,DNS,Master,Masculino
217,11368,5228,1004,01:16:08,01:08:38,Abierta,Femenino
218,11369,8501,539,02:02:29,01:51:26,Master,Femenino
219,11370,0,0,DNS,DNS,Abierta,Masculino
220,11371,6319,1443,01:22:19,01:19:30,Abierta,Femenino
221,11372,2268,222,01:00:46,00:59:00,Abierta,Femenino
222,11373,7923,2218,01:36:48,01:27:51,Abierta,Femenino
223,11374,304,9,00:45:32,00:45:32,Abierta,Femenino
224,11375,284,170,00:45:07,00:44:09,Abierta,Masculino
225,11376,4173,1966,01:10:56,01:04:44,Abierta,Masculino
226,11377,7771,2146,01:34:43,01:25:17,Abierta,Femenino
227,11378,6949,1753,01:26:31,01:16:32,Abierta,Femenino
228,11379,1779,358,00:57:52,00:54:36,Master,Masculino
229,11380,0,0,DSQ,DSQ,Abierta,Femenino
230,11381,0,0,DSQ,DSQ,Abierta,Masculino
231,11382,2583,281,01:02:20,00:55:21,Abierta,Femenino
232,11383,1014,567,00:52:49,00:50:40,Abierta,Masculino
233,11384,5901,1262,01:19:59,01:12:35,Abierta,Femenino
234,11385,546,54,00:48:41,00:48:11,Plus,Masculino
235,11386,5951,2535,01:20:14,01:08:29,Abierta,Masculino
236,11387,7167,2836,01:28:20,01:15:58,Abierta,Masculino
237,11388,2976,417,01:04:31,00:58:08,Plus,Masculino
238,11389,4181,710,01:10:58,01:02:57,Master,Masculino
239,11390,8477,3104,01:58:16,01:39:04,Abierta,Masculino
240,11391,2263,436,01:00:43,00:58:46,Master,Masculino
241,11392,1934,1004,00:58:39,00:53:23,Abierta,Masculino
242,11393,4946,894,01:14:38,01:06:44,Abierta,Femenino
243,11394,4605,2122,01:13:03,01:05:16,Abierta,Masculino
244,11395,7050,2814,01:27:22,01:16:54,Abierta,Masculino
245,11396,7717,897,01:34:02,01:25:14,Plus,Masculino
246,11397,1359,737,00:55:21,00:53:34,Abierta,Masculino
247,11398,6582,2696,01:23:58,01:14:50,Abierta,Masculino
248,11399,6495,958,01:23:27,01:14:18,Master,Masculino
249,11400,6429,1497,01:22:59,01:10:32,Abierta,Femenino
250,11401,8091,2296,01:39:53,01:26:59,Abierta,Femenino
251,11402,7051,1803,01:27:22,01:16:57,Abierta,Femenino
252,11403,7716,2957,01:34:02,01:25:14,Abierta,Masculino
253,11404,5860,1251,01:19:44,01:14:14,Abierta,Femenino
254,11405,7587,2046,01:32:26,01:21:53,Abierta,Femenino
255,11406,0,0,DNS,DNS,Abierta,Masculino
256,11407,4580,769,01:12:56,01:02:17,Abierta,Femenino
257,11408,5363,2351,01:16:52,01:06:18,Abierta,Masculino
258,11409,5852,2498,01:19:42,01:14:14,Abierta,Masculino
259,11410,4469,2071,01:12:25,01:01:51,Abierta,Masculino
260,11411,4888,2211,01:14:21,01:06:27,Abierta,Masculino
261,11412,6070,1327,01:20:57,01:20:57,Abierta,Femenino
262,11413,3681,513,01:08:17,01:00:25,Plus,Masculino
263,11414,5077,2276,01:15:17,01:06:23,Abierta,Masculino
264,11415,8113,2307,01:40:20,01:26:14,Abierta,Femenino
265,11416,4811,847,01:14:02,01:06:17,Abierta,Femenino
266,11417,4177,577,01:10:57,01:07:09,Plus,Masculino
267,11418,4326,2016,01:11:44,00:59:36,Abierta,Masculino
268,11419,2339,449,01:01:09,00:54:12,Master,Masculino
269,11420,8109,2304,01:40:18,01:26:15,Abierta,Femenino
270,11421,0,0,DNS,DNS,Abierta,Masculino
271,11422,2088,192,00:59:39,00:55:38,Abierta,Femenino
272,11423,2328,1188,01:01:05,00:57:11,Abierta,Masculino
273,11424,1836,958,00:58:08,00:54:13,Abierta,Masculino
274,11425,6850,988,01:25:47,01:11:36,Master,Masculino
275,11426,0,0,DNS,DNS,Abierta,Femenino
276,11427,2011,1041,00:59:07,00:55:06,Abierta,Masculino
277,11428,4775,2182,01:13:51,01:03:18,Abierta,Masculino
278,11429,2929,411,01:04:14,01:02:02,Plus,Masculino
279,11430,2686,1368,01:02:56,00:52:24,Abierta,Masculino
280,11431,7325,1925,01:29:36,01:18:15,Abierta,Femenino
281,11432,2391,457,01:01:27,00:51:37,Master,Masculino
282,11433,1842,964,00:58:10,00:56:47,Abierta,Masculino
283,11434,4410,727,01:12:07,01:10:43,Abierta,Femenino
284,11435,6626,2708,01:24:12,01:10:35,Abierta,Masculino
285,11436,7168,2837,01:28:20,01:18:34,Abierta,Masculino
286,11437,7579,2045,01:32:19,01:21:47,Abierta,Femenino
287,11438,5355,849,01:16:50,01:16:50,Master,Masculino
288,11439,2904,1460,01:04:08,00:55:12,Abierta,Masculino
289,11440,6643,2714,01:24:16,01:09:37,Abierta,Masculino
290,11441,4590,773,01:12:59,01:01:58,Abierta,Femenino
291,11442,6695,1627,01:24:38,01:12:25,Abierta,Femenino
292,11443,6639,1600,01:24:15,01:09:37,Abierta,Femenino
293,11444,1006,562,00:52:47,00:51:38,Abierta,Masculino
294,11445,4889,2212,01:14:21,01:11:23,Abierta,Masculino
295,11446,5839,137,01:19:35,01:16:03,Plus,Femenino
296,11447,2417,1234,01:01:35,00:51:36,Abierta,Masculino
297,11448,5135,2285,01:15:33,01:06:54,Abierta,Masculino
298,11449,6698,1629,01:24:39,01:12:28,Abierta,Femenino
299,11450,1962,1019,00:58:49,00:48:50,Abierta,Masculino
300,11451,6772,2749,01:25:08,01:15:25,Abierta,Masculino
301,11452,5125,963,01:15:31,01:06:53,Abierta,Femenino
302,11453,7185,1867,01:28:30,01:28:30,Abierta,Femenino
303,11454,0,0,DNS,DNS,Abierta,Masculino
304,11455,4168,661,01:10:54,00:59:58,Abierta,Femenino
305,11456,3977,1886,01:09:43,01:06:09,Abierta,Masculino
306,11457,1652,867,00:57:10,00:48:26,Abierta,Masculino
307,11458,5709,1196,01:18:50,01:07:57,Abierta,Femenino
308,11459,1982,1031,00:58:57,00:50:32,Abierta,Masculino
309,11460,7715,2114,01:34:00,01:21:48,Abierta,Femenino
310,11461,6861,1703,01:25:53,01:24:32,Abierta,Femenino
311,11462,2450,1252,01:01:44,00:49:45,Abierta,Masculino
312,11463,8267,1085,01:44:03,01:37:32,Master,Masculino
313,11464,0,0,DNS,DNS,Abierta,Masculino
314,11465,2909,1462,01:04:09,01:00:48,Abierta,Masculino
315,11466,4610,2123,01:13:04,01:06:54,Abierta,Masculino
316,11467,7655,2948,01:33:19,01:24:07,Abierta,Masculino
317,11468,6528,806,01:23:38,01:12:33,Plus,Masculino
318,11469,9612,1237,DNS,DNS,Master,Masculino
319,11470,0,0,DNS,DNS,Abierta,Femenino
320,11471,0,0,DNS,DNS,Abierta,Masculino
321,11472,6603,2700,01:24:02,01:18:06,Abierta,Masculino
322,11473,7086,2820,01:27:36,01:18:32,Abierta,Masculino
323,11474,0,0,DNS,DNS,Plus,Masculino
324,11475,6579,1574,01:23:56,01:16:16,Abierta,Femenino
325,11476,195,116,00:43:27,00:42:03,Abierta,Masculino
326,11477,572,331,00:48:59,00:46:37,Abierta,Masculino
327,11478,5009,2254,01:14:55,01:07:14,Abierta,Masculino
328,11479,2086,411,00:59:38,00:55:17,Master,Masculino
329,11480,8385,1091,01:49:14,01:37:40,Master,Masculino
330,11481,3031,564,01:04:52,00:57:42,Master,Masculino
331,11482,2711,378,01:03:06,01:02:16,Plus,Masculino
332,11483,2615,1336,01:02:31,00:55:21,Abierta,Masculino
333,11484,7807,2166,01:35:10,01:25:37,Abierta,Femenino
334,11485,0,0,DNS,DNS,Abierta,Masculino
335,11486,7055,1806,01:27:24,01:14:21,Abierta,Femenino
336,11487,7059,2816,01:27:24,01:14:21,Abierta,Masculino
337,11488,5853,1248,01:19:42,01:07:28,Abierta,Femenino
338,11489,3965,606,01:09:39,01:05:20,Abierta,Femenino
339,11490,7013,1785,01:27:01,01:17:58,Abierta,Femenino
340,11491,3269,1602,01:06:11,00:59:07,Abierta,Masculino
341,11492,7371,1939,01:30:04,01:20:30,Abierta,Femenino
342,11493,1906,986,00:58:31,00:53:10,Abierta,Masculino
343,11494,7685,2101,01:33:36,01:19:09,Abierta,Femenino
344,11495,6691,1625,01:24:37,01:22:38,Abierta,Femenino
345,11496,7695,2105,01:33:44,01:24:11,Abierta,Femenino
346,11497,0,0,DNS,DNS,Abierta,Femenino
347,11498,7110,1830,01:27:46,01:18:12,Abierta,Femenino
348,11499,5380,1056,01:16:59,01:07:26,Abierta,Femenino
349,11500,0,0,DNS,DNS,Abierta,Femenino
350,11501,3583,135,01:07:46,01:07:46,Master,Femenino
351,11502,5343,702,01:16:47,01:13:16,Plus,Masculino
352,11503,1300,14,00:54:55,00:53:20,Plus,Femenino
353,11504,5174,978,01:15:47,01:09:51,Abierta,Femenino
354,11505,6536,1549,01:23:40,01:09:35,Abierta,Femenino
355,11506,5112,107,01:15:25,01:07:56,Plus,Femenino
356,11507,7997,478,01:38:00,01:28:37,Master,Femenino
357,11508,5277,695,01:16:25,01:07:47,Plus,Masculino
358,11509,4597,2119,01:13:00,01:06:32,Abierta,Masculino
359,11510,1007,134,00:52:47,00:47:50,Plus,Masculino
360,11511,1592,226,00:56:50,00:51:16,Plus,Masculino
361,11512,6723,2732,01:24:50,01:10:48,Abierta,Masculino
362,11513,7883,231,01:36:12,01:26:37,Plus,Femenino
363,11514,2857,39,01:03:52,01:02:08,Plus,Femenino
364,11515,7283,191,01:29:17,01:17:37,Plus,Femenino
365,11516,8010,3014,01:38:21,01:24:19,Abierta,Masculino
366,11517,8305,511,01:45:16,01:31:52,Master,Femenino
367,11518,7569,215,01:32:10,01:18:45,Plus,Femenino
368,11519,6749,2740,01:24:58,01:09:03,Abierta,Masculino
369,11520,6724,1642,01:24:51,01:10:47,Abierta,Femenino
370,11521,2607,1334,01:02:28,01:01:25,Abierta,Masculino
371,11522,8206,3055,01:42:37,01:28:36,Abierta,Masculino
372,11523,8299,266,01:45:12,01:31:47,Plus,Femenino
373,11524,921,189,00:52:01,00:51:23,Master,Masculino
374,11525,4656,792,01:13:16,01:06:48,Abierta,Femenino
