,Numero_compentencia,Posicion_general,Posicion_grupo,Tiempo_carrera,Tiempo_chip,Categoria,Genero
36,7874,8163,2328,01:41:40,01:31:44,Abierta,Femenino
37,7875,4277,723,01:11:29,01:02:29,Master,Masculino
38,7876,780,435,00:50:47,00:50:03,Abierta,Masculino
39,7877,0,0,DNS,DNS,Abierta,Femenino
40,7878,531,107,00:48:27,00:48:02,Master,Masculino
41,7879,3853,1839,01:09:05,01:03:26,Abierta,Masculino
42,7880,5714,2454,01:18:51,01:13:13,Abierta,Masculino
43,7881,3582,1738,01:07:46,01:00:23,Abierta,Masculino
44,7882,6365,2653,01:22:37,01:16:26,Abierta,Masculino
45,7883,6376,1469,01:22:40,01:16:27,Abierta,Femenino
46,7884,7493,1999,01:31:06,01:19:07,Abierta,Femenino
47,7885,8139,251,01:41:01,01:29:01,Plus,Femenino
48,7886,0,0,DNS,DNS,Abierta,Femenino
49,7887,272,161,00:44:55,00:44:51,Abierta,Masculino
50,7888,5378,1054,01:16:58,01:09:40,Abierta,Femenino
51,7889,3367,453,01:06:42,01:06:08,Abierta,Femenino
52,7890,3368,608,01:06:42,01:06:09,Master,Masculino
53,7891,2513,271,01:02:03,01:02:03,Abierta,Femenino
54,7892,4941,669,01:14:37,01:02:12,Plus,Masculino
55,7893,7739,2125,01:34:23,01:31:17,Abierta,Femenino
56,7894,729,414,00:50:16,00:49:46,Abierta,Masculino
57,7895,3086,569,01:05:10,01:03:46,Master,Masculino
58,7897,1835,366,00:58:07,00:57:46,Master,Masculino
59,7898,994,15,00:52:41,00:52:13,Master,Femenino
60,7899,1633,131,00:57:03,00:55:58,Abierta,Femenino
61,7900,262,27,00:44:48,00:44:08,Plus,Masculino
62,7901,4634,199,01:13:11,01:08:51,Master,Femenino
63,7902,4902,2218,01:14:24,01:14:01,Abierta,Masculino
64,7903,1125,153,00:53:41,00:52:33,Plus,Masculino
65,7904,699,141,00:50:01,00:48:32,Master,Masculino
66,7905,4472,186,01:12:25,01:11:53,Master,Femenino
67,7906,712,144,00:50:08,00:49:21,Master,Masculino
68,7907,5308,698,01:16:35,01:09:53,Plus,Masculino
69,7908,6214,316,01:21:43,01:16:03,Master,Femenino
70,7909,5601,1153,01:18:12,01:13:19,Abierta,Femenino
71,7910,547,318,00:48:41,00:47:04,Abierta,Masculino
72,7911,2836,1433,01:03:47,00:55:47,Abierta,Masculino
73,7912,6775,362,01:25:10,01:19:39,Master,Femenino
74,7913,6596,1581,01:24:01,01:22:31,Abierta,Femenino
75,7914,2014,49,00:59:08,00:58:42,Master,Femenino
76,7915,1033,17,00:52:59,00:52:34,Master,Femenino
77,7916,676,388,00:49:50,00:48:26,Abierta,Masculino
78,7917,8119,929,01:40:26,01:37:59,Plus,Masculino
79,7918,2184,323,01:00:16,00:58:42,Plus,Masculino
80,7919,330,191,00:45:52,00:45:07,Abierta,Masculino
81,7920,4480,2075,01:12:27,01:10:29,Abierta,Masculino
82,7921,8263,264,01:43:56,01:39:43,Plus,Femenino
83,7922,5342,2346,01:16:46,01:09:48,Abierta,Masculino
84,7923,9445,1224,DNS,DNS,Master,Masculino
85,7924,3638,1762,01:08:05,00:51:31,Abierta,Masculino
86,7925,4271,79,01:11:27,01:09:49,Plus,Femenino
87,7926,8093,2298,01:39:57,01:29:42,Abierta,Femenino
88,7927,6245,2,01:21:53,01:12:14,Sin Datos,Sin Datos
89,7928,4876,659,01:14:17,01:12:59,Plus,Masculino
90,7929,6142,2596,01:21:21,01:08:08,Abierta,Masculino
91,7930,2722,383,01:03:09,00:59:58,Plus,Masculino
92,7931,2780,1408,01:03:29,00:55:17,Abierta,Masculino
93,7932,6694,169,01:24:38,01:20:16,Plus,Femenino
94,7933,2693,513,01:02:59,01:00:46,Master,Masculino
95,7934,5735,880,01:18:59,01:08:07,Master,Masculino
96,7935,4643,787,01:13:14,01:06:50,Abierta,Femenino
97,7936,1723,144,00:57:32,00:54:29,Abierta,Femenino
98,7937,3001,372,01:04:41,00:59:57,Abierta,Femenino
99,7938,4560,2109,01:12:50,01:12:34,Abierta,Masculino
100,7939,0,0,DNF,DNF,Plus,Masculino
101,7940,4020,559,01:09:55,01:03:26,Plus,Masculino
102,7941,188,26,00:43:10,00:43:01,Master,Masculino
103,7942,3439,616,01:07:06,01:01:35,Master,Masculino
104,7943,7540,1041,01:31:52,01:31:39,Master,Masculino
105,7944,736,418,00:50:23,00:48:54,Abierta,Masculino
106,7945,837,176,00:51:19,00:50:37,Master,Masculino
107,7946,7037,1000,01:27:13,01:14:48,Master,Masculino
108,7947,4979,2242,01:14:46,01:01:39,Abierta,Masculino
109,7948,6094,1337,01:21:05,01:10:52,Abierta,Femenino
110,7949,1651,334,00:57:09,00:54:35,Master,Masculino
111,7950,3241,429,01:06:02,01:04:08,Abierta,Femenino
112,7951,2114,309,00:59:50,00:58:53,Plus,Masculino
113,7952,7610,2059,01:32:45,01:23:12,Abierta,Femenino
114,7953,113,59,00:41:08,00:40:53,Abierta,Masculino
115,7954,1289,181,00:54:51,00:53:21,Plus,Masculino
116,7955,7351,197,01:29:53,01:29:27,Plus,Femenino
117,7956,563,116,00:48:54,00:47:59,Master,Masculino
118,7957,1189,656,00:54:05,00:53:08,Abierta,Masculino
119,7958,4397,721,01:12:05,00:58:02,Abierta,Femenino
120,7959,5176,114,01:15:48,01:14:32,Plus,Femenino
121,7960,4770,832,01:13:49,01:12:25,Abierta,Femenino
122,7961,5071,807,01:15:15,01:12:44,Master,Masculino
123,7962,1990,1033,00:58:58,00:56:17,Abierta,Masculino
124,7963,2393,1222,01:01:28,00:56:24,Abierta,Masculino
125,7964,4764,2178,01:13:47,01:08:36,Abierta,Masculino
126,7965,2861,1439,01:03:53,00:58:41,Abierta,Masculino
127,7966,6302,3,01:22:11,01:13:52,Sin Datos,Sin Datos
128,7967,6506,4,01:23:32,01:21:10,Sin Datos,Sin Datos
129,7968,66,27,00:38:37,00:38:24,Abierta,Masculino
130,7969,3044,94,01:04:58,01:02:29,Master,Femenino
131,7970,5181,2302,01:15:50,01:05:24,Abierta,Masculino
132,7971,3065,384,01:05:02,01:01:47,Abierta,Femenino
133,7972,393,231,00:46:47,00:44:23,Abierta,Masculino
134,7973,4578,768,01:12:54,01:02:29,Abierta,Femenino
135,7974,7265,2867,01:29:09,01:27:38,Abierta,Masculino
136,7975,5786,1226,01:19:18,01:08:49,Abierta,Femenino
137,7976,3774,1810,01:08:46,01:06:31,Abierta,Masculino
138,7977,5035,679,01:15:02,01:13:46,Plus,Masculino
139,7978,2989,1489,01:04:35,00:54:23,Abierta,Masculino
140,7979,1576,834,00:56:43,00:54:04,Abierta,Masculino
141,7980,9446,330,DNS,DNS,Plus,Femenino
142,7981,2927,83,01:04:14,01:03:17,Master,Femenino
143,7982,1251,1,00:54:31,00:53:41,Sin Datos,Sin Datos
144,7983,153,85,00:42:25,00:41:29,Abierta,Masculino
145,7984,5996,2551,01:20:32,01:07:34,Abierta,Masculino
146,7985,5779,2474,01:19:14,01:06:25,Abierta,Masculino
147,7986,0,0,DNS,DNS,Abierta,Masculino
148,7987,2519,1285,01:02:05,00:59:23,Abierta,Masculino
149,7988,4562,625,01:12:51,01:10:09,Plus,Masculino
150,7989,5770,2471,01:19:11,01:06:20,Abierta,Masculino
151,7990,6668,2721,01:24:29,01:11:38,Abierta,Masculino
152,7991,7731,2960,01:34:13,01:21:15,Abierta,Masculino
153,7992,7038,2810,01:27:14,01:14:16,Abierta,Masculino
154,7993,3501,1705,01:07:23,00:57:14,Abierta,Masculino
155,7994,2662,1354,01:02:48,01:01:10,Abierta,Masculino
156,7995,126,69,00:41:43,00:40:50,Abierta,Masculino
157,7996,466,272,00:47:48,00:46:52,Abierta,Masculino
158,7997,623,361,00:49:23,00:48:23,Abierta,Masculino
159,7998,2105,1087,00:59:47,00:47:08,Abierta,Masculino
160,7999,4102,1938,01:10:27,00:58:46,Abierta,Masculino
161,8000,3592,1744,01:07:49,01:03:33,Abierta,Masculino
